,STATEFIP,PUMA,PUMA_NAME
877,20,1000,Central Kansas--Hutchinson City
878,20,1100,South Central Kansas
879,20,1200,"Southwest Kansas--Dodge City, Garden City & Liberal City"
880,20,1301,Sedgwick (Northwest) & Harvey Counties--Wichita (Northwest) & Newton Cities
881,20,1302,Sedgwick (Northeast) & Butler (North & East) Counties--Wichita City (Northeast)
882,20,1303,Sedgwick County (Central)--Wichita City (Central)
883,20,1304,Sedgwick (South) & Butler (Southwest) Counties--Wichita (South) & Derby Cities
884,20,1400,East Central Kansas
885,20,1500,Southeast Kansas
886,21,100,Purchase Area Development District
887,21,200,Pennyrile Area Development District (North)
888,21,300,Pennyrile Area Development District (South)
889,21,400,Barren River Area Development District (Outer)
890,21,500,Barren River Area Development District (Central)--Warren County
891,21,600,Lake Cumberland Area Development District (West)
892,21,700,Lake Cumberland Area Development District (East)
893,21,800,Cumberland Valley Area Development District (North)
894,21,900,Cumberland Valley Area Development District (South)
895,21,1000,Kentucky River Area Development District
896,21,1100,Big Sandy Area Development District
897,21,1200,Lincoln Trail Area Development District (East)
898,21,1300,Lincoln Trail Area Development District (West)
899,21,1400,Green River Area Development District (Southwest)
900,21,1500,Green River Area Development District (Northeast)--Daviess & Hancock Counties
901,21,1600,KIPDA Area Development District (Southeast)
902,21,1701,KIPDA Area Development District (West)--Louisville/Jefferson County (Northwest)
903,21,1702,KIPDA Area Development District (West)--Louisville/Jefferson County (North Central)
904,21,1703,KIPDA Area Development District (West)--Louisville/Jefferson County (Northeast)
905,21,1704,KIPDA Area Development District (West)--Louisville/Jefferson County (Southeast)
906,21,1705,KIPDA Area Development District (West)--Louisville/Jefferson County (South Central)
907,21,1706,KIPDA Area Development District (West)--Louisville/Jefferson County (Southwest)
908,21,1800,KIPDA Area Development District (Northeast)
909,21,1901,Bluegrass Area Development District (Central)--Lexington-Fayette County (Central)
910,21,1902,Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer)
911,21,2000,Bluegrass Area Development District (West)
912,21,2100,Bluegrass Area Development District (South)
913,21,2200,Bluegrass Area Development District (Southeast)
914,21,2300,Bluegrass Area Development District (Northeast)
915,21,2400,Northern Kentucky Area Development District (North Central)--Kenton County
916,21,2500,Northern Kentucky Area Development District (Northwest)--Boone County
917,21,2600,Northern Kentucky Area Development District (Southeast)
918,21,2700,Buffalo Trace & Gateway Area Development Districts
919,21,2800,FIVCO Area Development District
920,22,100,Coordinating & Development Corporation 1--Shreveport City (North)
921,22,101,Coordinating & Development Corporation 2--Shreveport City (South)
922,22,200,Coordinating & Development Corporation 3--Bossier & Webster Parishes
923,22,300,Coordinating & Development Corporation 4--Northwest Louisiana
924,22,400,North Delta Regional Planning & Development District 1--Ouachita Parish
925,22,500,North Delta Regional Planning & Development District 2--Northeast Louisiana
926,22,600,Kisatchie Delta Regional Planning & Development District 1
927,22,700,Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes
928,22,800,Imperial Calcasieu Regional Planning & Development District 1 (North)
929,22,900,Imperial Calcasieu Regional Planning & Development District 2 (South)
930,22,1000,Acadiana Regional Development District 1--St. Landry & Evangeline Parishes
931,22,1100,Acadiana Regional Development District 2--Acadia & Vermilion Parishes
932,22,1200,Acadiana Regional Development District 3--Lafayette Parish (North)
933,22,1201,Acadiana Regional Development District 4--Lafayette Parish (South)
934,22,1300,"Acadiana Regional Development District 5--Iberia, St. Mary & St. Martin Parishes"
935,22,1400,Capital Region Planning Commission 1--Baton Rouge Metropolitan Area (West)
936,22,1500,Capital Region Planning Commission 2--East Baton Rouge Parish (South)
937,22,1501,Capital Region Planning Commission 3--Baton Rouge City
938,22,1502,Capital Region Planning Commission 4--East Baton Rouge Parish (North)
939,22,1600,Capital Region Planning Commission 5--Ascension Parish
940,22,1700,Capital Region Planning Commission 6--Livingston & St. Helena Parishes
941,22,1800,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes
942,22,1900,South Central Planning & Development Commission 1--River Parishes
943,22,2000,South Central Planning & Development Commission 2--Lafourche & Assumption Parishes
944,22,2100,South Central Planning & Development Commission 3--Terrebonne Parish
945,22,2200,Regional Planning Commission 1--St. Tammany Parish (Northwest)
946,22,2201,Regional Planning Commission 2--St. Tammany Parish (Southeast)
947,22,2300,Regional Planning Commission 3--Jefferson Parish (North)
948,22,2301,Regional Planning Commission 4--Jefferson Parish (Central)
949,22,2302,Regional Planning Commission 5--Jefferson Parish (West Bank)
950,22,2400,Regional Planning Commission 6--New Orleans City (Northeast)
951,22,2401,Regional Planning Commission 7--New Orleans City (Central)
952,22,2402,Regional Planning Commission 8--New Orleans City (South)
953,22,2500,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes"
954,23,100,Northeast Maine--Aroostook & Washington Counties
955,23,200,"Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties"
956,23,300,Penobscot County
957,23,400,Kennebec County
958,23,500,"Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties"
959,23,600,Androscoggin County
960,23,700,Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick
961,23,800,South Maine--York (West) & Cumberland (West) Counties
962,23,900,Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities
963,23,1000,"Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities"
964,24,100,Allegany & Garrett Counties--Cumberland City
965,24,200,Washington County--Hagerstown City
966,24,301,Frederick County (Outside Greater Frederick City)
967,24,302,Frederick County (Central)--Greater Frederick City
968,24,400,Carroll County
969,24,501,Baltimore County (Outer)
970,24,502,"Baltimore County--Randallstown (East), Owings Mills, Milford Mill & Reisterstown"
971,24,503,"Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel"
972,24,504,"Baltimore County--Towson (East & Central), Parkville & Carney"
973,24,505,"Baltimore County--Perry Hall, Middle River & Rosedale"
974,24,506,"Baltimore County--Dundalk, Essex & Edgemere"
975,24,507,"Baltimore County--Catonsville, Woodlawn & Arbutus"
976,24,601,"Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville"
977,24,602,Harford County (South & East)--Aberdeen & Havre de Grace Cities
978,24,700,Cecil County
979,24,801,"Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington"
980,24,802,"Baltimore City--Guilford, Roland Park & Druid Lake"
981,24,803,"Baltimore City--Frankford, Belair-Edison & Loch Raven"
982,24,804,"Baltimore City--Inner Harbor, Canton & Bayview"
983,24,805,"Baltimore City--Irvington, Ten Hills & Cherry Hill"
984,24,901,Howard County (West)--Columbia (West) & Ellicott City (Northwest)
985,24,902,"Howard County (East)--Columbia (East), Ellicott City (Southeast) & Elkridge"
986,24,1001,"Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown"
987,24,1002,Montgomery County (West Central)--Germantown & Montgomery Village
988,24,1003,"Montgomery County (Central)--Rockville, Gaithersburg Cities & North Potomac"
989,24,1004,"Montgomery County (South)--Bethesda, Potomac & North Bethesda"
990,24,1005,"Montgomery County (East Central)--Wheaton, Aspen Hill & Glenmont"
991,24,1006,"Montgomery County (East)--Fairland, Calverton, White Oak & Burtonsville"
992,24,1007,Montgomery County (Southeast)--Takoma Park City & Silver Spring
993,24,1101,Prince George's County (Northwest)--College Park City & Langley Park
994,24,1102,"Prince George's County (North)--Laurel, Greenbelt (North & East) Cities & Beltsville"
995,24,1103,Prince George's County (Northwest)--New Carrollton & Hyattsville (Southeast) Cities
996,24,1104,"Prince George's County (Central)--Seat Pleasant City, Capitol Heights Town & Landover"
997,24,1105,"Prince George's County (East)--Bowie City, Kettering, Largo, Mitchellville & Lanham"
998,24,1106,"Prince George's County (South)--Clinton, Fort Washington (South), Rosaryville & Croom"
999,24,1107,"Prince George's County (Southwest)--Oxon Hill, Hillcrest Heights & Temple Hills"
1000,24,1201,"Anne Arundel County (Northwest)--Severn, Odenton, Crofton, Maryland City & Fort Meade"
1001,24,1202,"Anne Arundel County (North)--Glen Burnie, Pasadena, Ferndale & Brooklyn Park"
1002,24,1203,"Anne Arundel County (Central)--Severna Park, Arnold & Lake Shore"
1003,24,1204,"Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater"
1004,24,1300,"Queen Anne's, Talbot, Caroline, Dorchester & Kent Counties"
1005,24,1400,"Wicomico, Worcester & Somerset Counties--Salisbury City"
1006,24,1500,St. Mary's & Calvert Counties
1007,24,1600,Charles County--La Plata Town & Waldorf
1008,25,100,Berkshire County--Pittsfield City
1009,25,200,Franklin & Hampshire (North) Counties
1010,25,300,Worcester County (Central)--Worcester City
1011,25,301,"Worcester County (Northeast)--Leominster, Fitchburg & Gardner Cities"
1012,25,302,Worcester County (West Central)
1013,25,303,Worcester County (East Central)
1014,25,304,Worcester County (South)
1015,25,400,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities)"
1016,25,501,Middlesex County (Outside Lowell City)
1017,25,502,Middlesex County (Far Northeast)--Lowell City
1018,25,503,"Middlesex County--Waltham City, Lexington, Burlington, Bedford & Lincoln Towns"
1019,25,504,"Middlesex County (South)--Framingham Town, Marlborough City & Natick Town"
1020,25,505,"Middlesex County--Watertown Town City, Arlington, Belmont & Winchester Towns"
1021,25,506,Middlesex County (East)--Cambridge City
1022,25,507,Middlesex County (East)--Somerville & Everett Cities
1023,25,508,Middlesex County (East)--Malden & Medford Cities
1024,25,701,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities"
1025,25,702,Essex County (Central)--Amesbury Town City
1026,25,703,"Essex County (East)--Salem, Beverly, Gloucester & Newburyport Cities"
1027,25,704,"Essex County (South)--Lynn City, Swampscott & Nahant Towns"
1028,25,1000,"Peabody City, Danvers, Reading, North Reading & Lynnfield Towns"
1029,25,1300,"Billerica, Andover, Tewksbury & Wilmington Towns"
1030,25,1400,Middlesex (West Central) & Worcester (East) Counties
1031,25,1600,Hampden (West & East) & Hampshire (South) Counties--Northampton City
1032,25,1900,Hampden County (Central)--Springfield City
1033,25,1901,Hampden County (West of Springfield City)--Westfield & Holyoke Cities
1034,25,1902,Hampden County (East of Springfield City)--Chicopee City
1035,25,2400,"Middlesex (Far Southwest), Norfolk (Northwest) & Worcester (Far East) Counties"
1036,25,2800,"Woburn, Melrose Cities, Saugus, Wakefield & Stoneham Towns"
1037,25,3301,"Boston City--Allston, Brighton & Fenway"
1038,25,3302,"Boston City--Back Bay, Beacon Hill, Charlestown, East Boston, Central & South End"
1039,25,3303,Boston City--Dorchester & South Boston
1040,25,3304,Boston City--Mattapan & Roxbury
1041,25,3305,"Boston City--Hyde Park, Jamaica Plain, Roslindale & West Roxbury"
1042,25,3306,"Suffolk County (North)--Revere, Chelsea & Winthrop Town Cities"
1043,25,3400,Middlesex (Southeast) & Norfolk (Northeast) Counties--Newton City & Brookline Town
1044,25,3500,Norfolk (Northeast) & Middlesex (Southeast) Counties (West of Boston City)
1045,25,3601,Norfolk County (Southwest)--Greater Franklin Town City
1046,25,3602,"Norfolk County (Central)--Randolph, Norwood, Dedham, Canton & Holbrook Towns"
1047,25,3603,Norfolk County (Northeast)--Quincy City & Milton Town
1048,25,3900,"Weymouth Town, Braintree Town Cities, Hingham, Hull & Cohasset Towns"
1049,25,4000,"Plymouth & Norfolk Counties--Brockton City, Stoughton & Avon Towns"
1050,25,4200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns"
1051,25,4301,Bristol (Outside New Bedford City) & Plymouth (South) Counties
1052,25,4302,Bristol County (Central)--Fall River City & Somerset Town
1053,25,4303,"Bristol County--Taunton City, Mansfield, Norton, Raynam, Dighton & Berkley Towns"
1054,25,4500,Bristol County (South)--New Bedford City & Fairhaven Town
1055,25,4700,Barnstable County (West)--Inner Cape Cod Towns & Barnstable Town City
1056,25,4800,"Barnstable (East), Dukes & Nantucket Counties--Outer Cape Cod Towns"
1057,25,4901,Plymouth & Bristol Counties (Outside Brockton City)
1058,25,4902,Plymouth County (Central)
1059,25,4903,"Plymouth County (East)--Plymouth, Marshfield, Scituate, Duxbury & Kingston Towns"
1060,26,100,Western Upper Peninsula
1061,26,200,Eastern Upper Peninsula
1062,26,300,Northeast Lower Peninsula
1063,26,400,Northwest Lower Peninsula (East)
1064,26,500,Northwest Lower Peninsula (West)
1065,26,600,"Newaygo, Mason, Oceana & Lake Counties"
1066,26,700,Muskegon County
1067,26,801,Ottawa County (West)
1068,26,802,Ottawa County (East)
1069,26,900,Allegan County
1070,26,1001,Kent County (Southwest)
1071,26,1002,Kent County (Central)--Grand Rapids City Area
1072,26,1003,Kent County (Southeast)
1073,26,1004,Kent County (North)
1074,26,1100,"Ionia, Montcalm, Mecosta & Osceola Counties"
1075,26,1200,"Isabella, Gratiot & Clare Counties"
1076,26,1300,"Iosco, Gladwin, Roscommon, Ogemaw & Arenac Counties"
1077,26,1400,Bay & Midland Counties
1078,26,1500,Saginaw County
1079,26,1600,"Tuscola, Sanilac & Huron Counties"
1080,26,1701,Genesee (East) & Lapeer Counties
1081,26,1702,"Genesee County (Central, Outside Flint City)"
1082,26,1703,Genesee County (Central)--Flint City Area
1083,26,1704,Genesee (West) & Shiawassee Counties
1084,26,1801,Ingham County (South & East)
1085,26,1802,Ingham County (Northwest)
1086,26,1900,Eaton & Clinton Counties
1087,26,2000,Calhoun & Barry Counties
1088,26,2101,Kalamazoo County (Outer)
1089,26,2102,Kalamazoo County (Central)--Kalamazoo & Portage Cities Area
1090,26,2200,St. Joseph & Branch Counties
1091,26,2300,Van Buren & Cass Counties
1092,26,2400,Berrien County
1093,26,2500,Lenawee & Hillsdale Counties
1094,26,2600,Jackson County
1095,26,2701,"Washtenaw County (West, Northeast & Southeast)"
1096,26,2702,Washtenaw County (East Central)--Ann Arbor City Area
1097,26,2703,"Washtenaw County (East Central, Outside Ann Arbor City)"
1098,26,2800,Livingston County
1099,26,2901,Oakland County (West)
1100,26,2902,Oakland County (Northeast)
1101,26,2903,Oakland County (East Central)--Troy & Rochester Area
1102,26,2904,Oakland County (Central)
1103,26,2905,Oakland County (Southwest)
1104,26,2906,Oakland County (Central)--Birmingham & Bloomfield Area
1105,26,2907,Oakland County (South Central)--Farmington & Southfield Area
1106,26,2908,Oakland County (Southeast)
1107,26,3001,Macomb County (North)
1108,26,3002,Macomb County (Central)
1109,26,3003,Macomb County (Southwest)--Sterling Heights City
1110,26,3004,Macomb County (Southeast)--Mount Clemens & Fraser Area
1111,26,3005,"Macomb County (Southeast)--St. Clair Shores, Roseville & Eastpointe Area"
1112,26,3006,Macomb County (Southwest)--Warren & Center Line Cities
1113,26,3100,St. Clair County
1114,26,3201,Wayne County (Northwest)
1115,26,3202,Wayne County (North Central)--Livonia City & Redford Charter Township
1116,26,3203,Wayne County (Central)--Dearborn & Dearborn Heights Cities
1117,26,3204,"Wayne County (Central)--Westland, Garden City, Inkster & Wayne Cities"
1118,26,3205,Wayne County (Southwest)
1119,26,3206,Wayne County (Southeast)--Downriver Area (South)
1120,26,3207,Wayne County (Southeast)--Downriver Area (North)
1121,26,3208,Detroit City (Northwest)
1122,26,3209,Detroit City (North Central)
1123,26,3210,Detroit City (Northeast)
1124,26,3211,Detroit City (South Central & Southeast)
1125,26,3212,Detroit City (Southwest)
1126,26,3213,Wayne County (Northeast)--I-94 Corridor
1127,26,3300,Monroe County
1128,27,100,"Clay, Polk, Roseau, Pennington, Marshall, Norman, Kittson & Red Lake Counties"
1129,27,200,"Beltrami, Becker, Hubbard, Clearwater, Mahnomen & Lake of the Woods Counties"
1130,27,300,"Itasca, Carlton (South), Cass & Aitkin Counties--Grand Rapids City"
1131,27,400,"St. Louis (North), Koochiching, Lake & Cook Counties--Hibbing & Cloquet Cities"
1132,27,500,"St. Louis County (Southeast)--Duluth, Hermantown & Proctor Cities"
1133,27,600,"Chisago, Isanti, Pine, Mille Lacs & Kanabec Counties"
1134,27,700,"Crow Wing, Morrison, Todd & Wadena Counties"
1135,27,800,West Central Minnesota
1136,27,900,Stearns County--St. Cloud City
1137,27,1000,Sherburne & Benton Counties
1138,27,1101,"Anoka County (Northwest)--Andover, Ramsey, Anoka & East Bethel Cities"
1139,27,1102,"Anoka County (Southwest)--Coon Rapids, Fridley & Columbia Heights Cities"
1140,27,1103,"Anoka County (East)--Blaine, Lino Lakes & Ham Lake Cities"
1141,27,1201,"Washington County (North)--Oakdale, Forest Lake, Stillwater & Hugo Cities"
1142,27,1202,Washington County (South)--Woodbury & Cottage Grove Cities
1143,27,1301,"Ramsey County (North)--Shoreview, White Bear Lake & New Brighton Cities"
1144,27,1302,"Ramsey County (Central & Far Southeast)--Maplewood, Roseville & North St. Paul Cities"
1145,27,1303,Ramsey County (Southeast)--St. Paul City (East)
1146,27,1304,Ramsey County (Southwest)--St. Paul City (West)
1147,27,1401,"Hennepin County (West)--Champlin, Rogers Cities & Lake Minnetonka"
1148,27,1402,"Hennepin County--Plymouth, Maple Grove (West) & Medicine Lake Cities"
1149,27,1403,"Hennepin County--Brooklyn Park, Maple Grove (East) & Osseo Cities"
1150,27,1404,"Hennepin County--Brooklyn Center, Golden Valley, New Hope & Robbinsdale Cities"
1151,27,1405,Hennepin County--Minneapolis (North) & St. Anthony Cities
1152,27,1406,Hennepin County--Minneapolis City (Southeast)
1153,27,1407,Hennepin County--Minneapolis City (Southwest)
1154,27,1408,"Hennepin County--Edina, St. Louis Park & Hopkins Cities"
1155,27,1409,Hennepin County--Eden Prairie & Minnetonka Cities
1156,27,1410,Hennepin County--Bloomington & Richfield Cities
1157,27,1501,"Dakota County (North)--Eagan, Inver Grove Heights & South St. Paul Cities"
1158,27,1502,"Dakota County (South)--Lakeville, Hastings, Rosemount & Farmington Cities"
1159,27,1503,Dakota County (West)--Burnsville & Apple Valley Cities
1160,27,1600,"Scott County (East)--Shakopee, Savage & Prior Lake Cities"
1161,27,1700,Carver & Scott (West) Counties
1162,27,1800,Wright County
1163,27,1900,"Kandiyohi, McLeod, Meeker, Renville & Sibley Counties"
1164,27,2000,"Brown, Lyon, Redwood, Chippewa, Yellow Medicine, Lac qui Parle & Lincoln Counties"
1165,27,2100,Southwest Minnesota
1166,27,2200,"Blue Earth, Nicollet & Waseca Counties--Mankato City"
1167,27,2300,"Rice, Goodhue & Le Sueur Counties"
1168,27,2400,"Mower, Steele, Freeborn & Dodge Counties"
1169,27,2500,Olmsted County--Rochester City
1170,27,2600,"Winona, Wabasha, Fillmore & Houston Counties--Winona City"
1171,28,100,North Delta Region--DeSoto County--Southaven City
1172,28,200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties"
1173,28,300,"North Delta Region--Panola, Tate, Coahoma, Tallahatchie, Tunica & Quitman Counties"
1174,28,400,"Three Rivers Region--Lafayette, Monroe, Itawamba, Chickasaw & Calhoun Counties"
1175,28,500,"Three Rivers Region--Lee, Pontotoc & Union Counties--Tupelo City"
1176,28,600,"Golden Triangle Region--Starkville, Columbus & West Point Cities"
1177,28,700,North Central Region
1178,28,800,South Delta Region
1179,28,900,Central Region--Madison & Yazoo Counties
1180,28,1000,Central Region--Jackson (West & South) & Clinton (South & East) Cities
1181,28,1100,Central Region--Jackson City (East & Central)
1182,28,1200,"Central Region--Hinds (West), Warren & Copiah Counties--Vicksburg City"
1183,28,1300,Central Region--Rankin & Simpson Counties
1184,28,1400,"East Central Region--Neshoba, Scott, Leake, Jasper, Smith & Kemper Counties"
1185,28,1500,"East Central Region--Lauderdale, Newton & Clarke Counties--Meridian City"
1186,28,1600,Southwest Region
1187,28,1700,"South Region--Jones, Wayne, Covington, Greene & Jefferson Davis Counties"
1188,28,1800,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City"
1189,28,1900,"South Region--Pearl River, Hancock, George & Stone Counties"
1190,28,2000,South Region--Harrison County--Gulfport & Biloxi Cities
1191,28,2100,South Region--Jackson County
1192,29,100,Northwest Missouri
1193,29,200,"Buchanan, Andrew & DeKalb Counties"
1194,29,300,Northeast Missouri
1195,29,400,"Lincoln, Warren, Audrain, Pike & Montgomery Counties"
1196,29,500,"Cole, Callaway, Moniteau & Osage Counties"
1197,29,600,Boone County
1198,29,700,"Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties"
1199,29,800,"Johnson, Lafayette, Ray, Clinton & Caldwell Counties"
1200,29,901,Clay County (Northeast)
1201,29,902,"Kansas City (North Central), Gladstone City & North Kansas City"
1202,29,903,Platte County
1203,29,1001,Jackson County--Kansas City (Central)
1204,29,1002,Jackson County (North Central)
1205,29,1003,Jackson County (East)
1206,29,1004,Jackson County (South Central)
1207,29,1005,Jackson County--Kansas City (South)
1208,29,1100,Cass & Bates Counties
1209,29,1200,"Lawrence, Henry, Vernon, Cedar, Barton, St. Clair & Dade Counties"
1210,29,1300,"Laclede, Polk, Benton, Dallas & Hickory Counties"
1211,29,1400,"Pulaski, Camden, Miller & Morgan Counties"
1212,29,1500,"Phelps, Crawford, Dent, Gasconade & Maries Counties"
1213,29,1600,Franklin County
1214,29,1701,St. Charles County (South)
1215,29,1702,St. Charles County (Northwest)
1216,29,1703,St. Charles County (Northeast)
1217,29,1801,St. Louis County (Northeast)
1218,29,1802,St. Louis County (Northwest)
1219,29,1803,St. Louis County (Inner Ring North)
1220,29,1804,St. Louis County (West)
1221,29,1805,St. Louis County (Central)
1222,29,1806,St. Louis County (Central West)
1223,29,1807,St. Louis County (Inner Ring South)
1224,29,1808,St. Louis County (South)
1225,29,1901,St. Louis City (North)
1226,29,1902,St. Louis City (South)
1227,29,2001,Jefferson County (North)
1228,29,2002,Jefferson County (South)
1229,29,2100,"St. Francois, Washington, Perry & Ste. Genevieve Counties"
1230,29,2200,"Cape Girardeau, Scott & Bollinger Counties"
1231,29,2300,"Dunklin, Stoddard, New Madrid, Pemiscot & Mississippi Counties"
1232,29,2400,"Butler, Ripley, Wayne, Madison, Iron, Reynolds & Carter Counties"
1233,29,2500,"Howell, Texas, Wright, Douglas, Oregon, Ozark & Shannon Counties"
1234,29,2601,"Christian, Greene (Outside Springfield City) & Webster Counties"
1235,29,2602,Greene County--Springfield City (North)
1236,29,2603,Greene County--Springfield City (South)
1237,29,2700,"Taney, Barry, Stone & McDonald Counties"
1238,29,2800,Jasper & Newton Counties
1239,30,100,Northwest Montana--Kalispell City
1240,30,200,West Montana--Missoula City
1241,30,300,Southwest Montana--Butte-Silver Bow & Helena City
1242,30,400,North Central Montana--Great Falls City
1243,30,500,South Central Montana--Bozeman City
1244,30,600,East Montana (Outside Billings City)
1245,30,700,Billings City
1246,31,100,North Central & Northwest Nebraska
1247,31,200,Northeast Nebraska
1248,31,300,Central Nebraska
1249,31,400,Southwest Nebraska
1250,31,500,South Central Nebraska
1251,31,600,Southeast Nebraska
1252,31,701,"Dodge, Cass, Saunders & Washington Counties"
1253,31,702,Sarpy County--Bellevue City
1254,31,801,Lancaster County--Lincoln City (North)
1255,31,802,Lancaster County--Lincoln City (South)
1256,31,901,Douglas County--Omaha City (Northwest)
1257,31,902,Douglas County--Omaha City (Southwest)
1258,31,903,Douglas County--Omaha City (Northeast)
1259,31,904,Douglas County--Omaha City (Southeast)
1260,32,101,Washoe County (South Central)--Reno City
1261,32,102,Washoe County (South)
1262,32,103,Washoe County (North)--Sparks City
1263,32,200,"Carson City, Lyon, Douglas & Storey Counties"
1264,32,300,Rural Nevada
1265,32,401,Clark County (Northwest Central)--Northwest Las Vegas Valley
1266,32,402,Clark County (North)--Las Vegas (Northeast) & North Las Vegas (Outer) Cities
1267,32,403,Clark County (Central)--Greater North Las Vegas City
1268,32,404,"Clark County (East)--Mesquite City, Sunrise Manor (North), Moapa Valley & Nellis AFB"
1269,32,405,Las Vegas City (Southeast)
1270,32,406,Las Vegas City (South Central)
1271,32,407,Clark County (West)--Las Vegas City (Southwest)
1272,32,408,Clark County (Central)--Spring Valley & Summerlin South
1273,32,409,Clark County (Central)--Paradise (Northwest) & Winchester
1274,32,410,"Clark County (Central)--Whitney, Sunrise Manor (South) & Paradise (Northeast)"
1275,32,411,Clark County (Central)--Henderson City (West)
1276,32,412,Clark County (South)--Henderson (East) & Boulder Cities
1277,32,413,Clark County (Central)--Paradise (South) & Enterprise
1278,33,100,Northern New Hampshire--Grafton & Coos Counties
1279,33,200,"Lakes Region--Belknap, Carroll & Merrimack (Northern) Counties"
1280,33,300,"Strafford Region--Strafford, Rockingham (Northern) & Carroll (Southeastern) Counties"
1281,33,400,Central New Hampshire--Merrimack County (Central)--Concord City
1282,33,500,Southwestern New Hampshire--Cheshire & Sullivan Counties
1283,33,600,Hillsborough County (Western)
1284,33,700,Outer Manchester City
1285,33,800,Manchester City
1286,33,900,Hillsborough County (Southeastern)--Greater Nashua City
1287,33,1000,Seacoast Region--Rockingham County (Southern)--Portsmouth City
1288,34,101,Atlantic County (East)--Atlantic City & Ventnor City
1289,34,102,Atlantic County (Outside Somers Point City)--Pleasantville City & Hammonton Town
1290,34,301,Bergen County (South Central)--Hackensack & Englewood (West) Cities
1291,34,302,"Bergen County (Southwest)--Rutherford, North Arlington & Hasbrouck Heights Boroughs"
1292,34,303,"Bergen County (Southeast)--Fort Lee, Cliffside Park & Palisades Park Boroughs"
1293,34,304,"Bergen County (West Central)--Fair Lawn Borough, Garfield City & Lodi Borough"
1294,34,305,"Bergen County (East)--Tenafly, Park Ridge & Cresskill Boroughs"
1295,34,306,"Bergen County (Northwest)--Ramsey, Oakland & Franklin Lakes Boroughs"
1296,34,307,"Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford Boroughs"
1297,34,308,"Bergen County (Central)--Ridgewood Village, Glen Rock & Westwood Boroughs"
1298,34,400,Passaic County (Southeast)--Paterson City
1299,34,501,Passaic County (South)--Passaic & Clifton (Southeast) Cities
1300,34,502,Passaic County (Central)--Hawthorne Borough & Clifton City (Northwest)
1301,34,503,"Passaic County (North)--Ringwood, Wanaque & Pompton Lakes Boroughs"
1302,34,601,Hudson County (Central)--Jersey City (North)
1303,34,602,Hudson County (Central)--Jersey City (South)
1304,34,701,"Hudson County (North)--West New York, Secaucus & Guttenberg Towns"
1305,34,702,Hudson County (Northeast)--Union City & Hoboken Cities
1306,34,703,"Hudson County (South & West)--Bayonne City, Kearney & Harrison Towns"
1307,34,800,Hunterdon County
1308,34,901,Middlesex County (Southeast)
1309,34,902,Middlesex County (Southwest)
1310,34,903,Middlesex County (Northwest)--South Plainfield & Middlesex Boroughs
1311,34,904,Middlesex County (North Central)--Metuchen Borough
1312,34,905,Middlesex County (Northeast)--Carteret Borough
1313,34,906,"Middlesex County (Central)--New Brunswick City, South River & Highland Park Boroughs"
1314,34,907,Middlesex County (East Central)--Perth Amboy City & Sayreville Borough
1315,34,1001,Somerset County (North & West)
1316,34,1002,Somerset County (South)
1317,34,1003,Somerset County (Central)--North Plainfield & Somerville Boroughs
1318,34,1101,Monmouth County (Southeast)--Tinton Falls Borough (South)
1319,34,1102,Monmouth County (Southwest)--Freehold Borough
1320,34,1103,"Monmouth County (East Central)--Long Branch, Asbury Park Cities & Eatontown Borough"
1321,34,1104,Monmouth County (Northeast)--Red Bank & Tinton Falls (North) Boroughs
1322,34,1105,Monmouth County (Northwest)--Keansburg Borough
1323,34,1106,Monmouth County (Central)
1324,34,1201,Ocean County (South)
1325,34,1202,Ocean County (Central)--Beachwood Borough
1326,34,1203,Ocean County (North Central)
1327,34,1204,Ocean County (Northwest)
1328,34,1205,Ocean County (Northeast)--Point Pleasant Borough
1329,34,1301,Essex County (Southeast)--Newark City (North & East)
1330,34,1302,Essex County (Southeast)--Newark City (Southwest)
1331,34,1401,Essex County (Northeast)
1332,34,1402,Essex County (South Central)--East Orange City
1333,34,1403,Essex County (Northwest)
1334,34,1404,Essex County (Southwest)
1335,34,1501,Morris County (North)--Dover Town & Kinnelon Borough
